GEOID,NAMELSAD,neighborhood,court_count,courts_per_10k,courts_per_sqmi,median_household_income,income_q,total_population,pct_white,pct_black,pct_hispanic,poverty_rate,LPA,OBESITY,MHLTH,area_sqmi,ALAND,city,has_court,lat,lon
13121008701,Census Tract 87.01,Scotts Crossing,0,0.0,0.0,49679.0,Q1 (lowest),3701,8.916509051607674,78.35720075655229,10.888948932720886,30.8295055390435,34.9,40.5,21.5,1.620208665059452,4196321,Atlanta,No court,33.80093560541791,-84.4729909446078
13121009411,Census Tract 94.11,Pine Hills,1,3.930817610062893,2.0278704286577787,97114.0,Q3,2544,55.58176100628931,13.915094339622641,12.932389937106919,16.784591194968552,16.2,24.9,13.3,0.4931281534895142,1277196,Atlanta,Has court,33.83429763853083,-84.35280918975263
13121009409,Census Tract 94.09,Pine Hills,0,0.0,0.0,90313.0,Q3,1726,36.26882966396292,40.61413673232909,4.634994206257242,24.543849323131255,16.9,24.4,13.5,0.20231252036688974,523987,Atlanta,No court,33.83588685211347,-84.3586791960516
13121010003,Census Tract 100.03,North Buckhead,0,0.0,0.0,145673.0,Q4 (highest),3876,81.47574819401446,6.140350877192982,2.631578947368421,5.535343035343035,11.5,21.6,12.8,0.8052523795477045,2085594,Atlanta,No court,33.856346710794206,-84.37476797826237
13121010222,Census Tract 102.22,,0,0.0,0.0,250001.0,Q4 (highest),2790,87.1326164874552,1.1827956989247312,8.207885304659499,0.5017921146953405,11.3,20.0,10.2,2.2042113708634945,5708881,Atlanta,No court,33.89972234643039,-84.4044416922368
13121010533,Census Tract 105.33,,0,0.0,0.0,55460.0,Q1 (lowest),2491,0.602167804094741,99.39783219590525,0.0,22.72179847450823,29.7,37.5,19.7,1.1902680630180527,3082780,Atlanta,No court,33.56945981983264,-84.52134033192503
13121010006,Census Tract 100.06,North Buckhead,0,0.0,0.0,94655.0,Q3,4082,61.660950514453695,26.531112199902008,3.797158255756982,18.912297893189614,15.1,23.9,14.8,0.2596131719529202,672395,Atlanta,No court,33.8527303271322,-84.36557168591331
13121009406,Census Tract 94.06,Lindbergh/Morosgo,0,0.0,0.0,83220.0,Q2,1795,25.23676880222841,42.28412256267409,18.60724233983287,12.646239554317548,13.9,23.8,14.5,0.23309451626802905,603712,Atlanta,No court,33.823516474314495,-84.36055906993306
13121011512,Census Tract 115.12,,0,0.0,0.0,186563.0,Q4 (highest),3015,77.71144278606965,1.1276948590381426,9.519071310116086,2.8855721393034823,13.5,22.2,12.3,2.25775100116294,5847548,Atlanta,No court,34.08433513284823,-84.40236361932739
13121010215,Census Tract 102.15,,0,0.0,0.0,127671.0,Q4 (highest),1849,51.5413737155219,23.74256354786371,13.304488912925905,0.9194159004867496,14.2,23.2,12.8,1.7779962687085809,4604989,Atlanta,No court,33.99188295993437,-84.3668860595562
13121011657,Census Tract 116.57,,0,0.0,0.0,191897.0,Q4 (highest),3207,49.6102276270658,14.655441222326163,12.97162457125039,2.525724976613658,14.3,21.5,12.4,0.6428782681618602,1665047,Atlanta,No court,34.08250255724448,-84.2006779222484
13121011653,Census Tract 116.53,,2,5.54016620498615,1.3366752088693714,237692.0,Q4 (highest),3610,70.0,9.97229916897507,4.626038781163435,4.1828254847645425,13.4,21.7,11.4,1.4962497895743145,3875269,Atlanta,Has court,34.085511860418926,-84.22037027440118
13121011629,Census Tract 116.29,,1,2.233139794551139,0.6551372101447076,197455.0,Q4 (highest),4478,43.456900401965164,16.346583296114336,4.466279589102277,2.010845006778129,17.0,20.1,12.4,1.526397805704119,3953352,Atlanta,Has court,34.03390117465633,-84.19661268112147
13121010132,Census Tract 101.32,,2,5.892751915144372,2.88639476479117,101742.0,Q3,3394,54.33117265763111,24.779021803182086,8.956982911019445,5.843373493975903,16.6,23.1,13.5,0.6929059130775895,1794618,Atlanta,Has court,33.91492386920397,-84.3679592921773
13121010216,Census Tract 102.16,,0,0.0,0.0,125863.0,Q4 (highest),3646,51.75534832693363,39.13878222709819,2.8250137136588043,7.816785518376303,16.8,24.5,15.2,0.7649657064048173,1981252,Atlanta,No court,33.94997604241936,-84.37663813892756
13121010217,Census Tract 102.17,,0,0.0,0.0,99483.0,Q3,2332,65.13722126929675,14.365351629502573,16.295025728987994,6.475128644939966,14.7,24.0,13.3,0.995107313238517,2577316,Atlanta,No court,33.955569865165195,-84.3828112562412
13121011649,Census Tract 116.49,,2,3.696174459434485,0.87928961218056,169000.0,Q4 (highest),5411,35.169099981519125,5.85843651820366,4.675660691184624,8.501201256699316,16.9,18.6,10.9,2.274563434270738,5891092,Atlanta,Has court,34.049240331554856,-84.16479508121202
13121010220,Census Tract 102.20,,0,0.0,0.0,137125.0,Q4 (highest),4512,71.76418439716312,8.62145390070922,8.51063829787234,4.122340425531915,13.4,22.4,12.3,1.8698638758171853,4842925,Atlanta,No court,33.92244114059663,-84.39279733837189
